job_id,skill_name,years_required,context_keywords,is_required,company_tier,target_score
1581,Kubernetes,11,Senior,True,Tier 2,1000
1581,Azure,9,None,True,Tier 2,850
1582,Data Structures,10,None,True,Tier 1,875
1582,Problem-solving,9,Expert,True,Tier 1,600
1582,System Design,7,Expert,True,Tier 1,875
1582,Teamwork,10,Expert,False,Tier 1,400
1582,CSS,6,Expert,True,Tier 1,875
1582,Vue.js,6,Expert,False,Tier 1,825
1583,Mentoring,6,None,False,Tier 1,750
1583,Problem-solving,10,Lead,True,Tier 1,600
1583,System Design,9,Lead,False,Tier 1,975
1583,Algorithms,5,Lead,True,Tier 1,875
1583,Accountability,5,Expert,True,Tier 1,750
1583,TypeScript,10,None,True,Tier 1,875
1583,Communication,5,Lead,True,Tier 1,400
1583,CSS,10,Expert,False,Tier 1,975
1584,Terraform,9,Lead,True,Tier 2,1000
1584,Kubernetes,14,Architect,False,Tier 2,950
1584,GCP,11,Lead,False,Tier 2,950
1584,Communication,9,Lead,False,Tier 2,400
1584,Accountability,15,Lead,True,Tier 2,750
1584,Leadership,11,Architect,True,Tier 2,750
1584,AWS,11,Expert,True,Tier 2,1000
1584,Teamwork,15,Expert,True,Tier 2,400
1584,Python,14,Architect,True,Tier 2,1000
1585,Terraform,15,Expert,True,Tier 3,975
1585,Algorithms,12,Architect,False,Tier 3,925
1585,AWS,10,Architect,True,Tier 3,975
1585,SQL,8,Architect,True,Tier 3,975
1585,CI/CD,15,Architect,True,Tier 3,975
1585,Docker,15,Expert,True,Tier 3,975
1585,GCP,12,Architect,True,Tier 3,975
1586,Mentoring,10,Expert,True,Tier 3,750
1586,Communication,11,Senior,False,Tier 3,400
1586,Data Structures,6,Senior,True,Tier 3,825
1586,Teamwork,9,None,True,Tier 3,400
1586,Algorithms,6,Senior,True,Tier 3,825
1586,Oracle,6,None,False,Tier 3,525
1587,TensorFlow,3,Familiar,False,Tier 3,325
1587,Teamwork,3,None,True,Tier 3,400
1587,Pandas,0,Junior,True,Tier 3,175
1587,SQL,2,None,True,Tier 3,325
1587,Tableau,0,Familiar,False,Tier 3,0
1588,AWS,4,Familiar,False,Tier 1,375
1588,Kubernetes,3,Senior,False,Tier 1,775
1588,PostgreSQL,4,None,True,Tier 1,575
1588,Data Structures,4,Familiar,False,Tier 1,375
1589,HTML,10,Senior,True,Tier 1,1000
1589,Problem-solving,8,Lead,True,Tier 1,600
1589,JavaScript,7,None,True,Tier 1,725
1589,Algorithms,9,Senior,True,Tier 1,1000
1589,Data Structures,6,Senior,True,Tier 1,875
1590,Tailwind CSS,2,Familiar,False,Tier 1,175
1590,JavaScript,2,Familiar,False,Tier 1,175
1590,Teamwork,0,None,True,Tier 1,400
1590,HTML,2,Familiar,False,Tier 1,175
1591,Python,10,Lead,True,Tier 1,1000
1591,AWS,12,Expert,True,Tier 1,1000
1591,Communication,10,Architect,True,Tier 1,400
1591,Algorithms,11,Lead,True,Tier 1,1000
1591,GCP,12,Architect,True,Tier 1,1000
1592,NumPy,2,Junior,True,Tier 3,325
1592,TensorFlow,2,Junior,True,Tier 3,325
1592,Python,0,None,True,Tier 3,175
1592,Leadership,0,Familiar,False,Tier 3,750
1593,AWS,9,Architect,True,Tier 1,1000
1593,MongoDB,13,Expert,False,Tier 1,975
1593,Azure,12,Expert,False,Tier 1,975
1593,SQL,13,Expert,True,Tier 1,1000
1593,Accountability,15,Architect,False,Tier 1,750
1593,GCP,9,Architect,False,Tier 1,975
1593,OOP,9,Expert,False,Tier 1,975
1594,Kotlin,10,Senior,True,Tier 1,1000
1594,Mentoring,10,None,False,Tier 1,750
1594,Spring Boot,8,Senior,True,Tier 1,1000
1594,Teamwork,10,Expert,True,Tier 1,400
1594,GCP,7,Senior,False,Tier 1,825
1594,Terraform,7,None,False,Tier 1,575
1595,Communication,5,Senior,True,Tier 1,400
1595,PostgreSQL,3,Familiar,False,Tier 1,375
1595,Accountability,4,None,True,Tier 1,750
1595,OOP,2,Familiar,False,Tier 1,175
1595,Problem-solving,5,Senior,False,Tier 1,600
1595,SQL,5,Familiar,False,Tier 1,525
1596,Kubernetes,5,None,True,Tier 1,725
1596,PostgreSQL,3,None,True,Tier 1,575
1596,Algorithms,5,Familiar,False,Tier 1,525
1596,FastAPI,3,None,True,Tier 1,575
1597,JavaScript,6,Senior,True,Tier 2,850
1597,Accountability,6,Lead,True,Tier 2,750
1597,System Design,9,Lead,True,Tier 2,1000
1597,Communication,8,Senior,True,Tier 2,400
1598,Python,2,Junior,True,Tier 2,350
1598,Mentoring,1,None,True,Tier 2,750
1598,NumPy,0,Junior,True,Tier 2,200
1598,Teamwork,0,Familiar,False,Tier 2,400
1598,Pandas,0,Familiar,False,Tier 2,0
1599,Problem-solving,5,None,True,Tier 1,600
1599,Django,5,Senior,True,Tier 1,875
1599,GCP,3,Familiar,False,Tier 1,375
1599,Docker,5,Senior,True,Tier 1,875
1599,PostgreSQL,3,None,True,Tier 1,575
1599,Teamwork,4,None,False,Tier 1,400
1600,SQL,10,Lead,True,Tier 3,975
1600,GCP,11,Expert,False,Tier 3,925
1600,Teamwork,11,Expert,True,Tier 3,400
1600,Algorithms,13,Expert,True,Tier 3,975
1600,MongoDB,11,Lead,False,Tier 3,925
1601,Kubernetes,3,Familiar,False,Tier 1,375
1601,Teamwork,3,Senior,True,Tier 1,400
1601,Azure,4,None,True,Tier 1,575
1602,React,9,Lead,False,Tier 2,950
1602,Communication,8,Expert,True,Tier 2,400
1602,Data Structures,8,None,True,Tier 2,850
1602,Leadership,7,Expert,False,Tier 2,750
1602,Vue.js,8,Senior,False,Tier 2,950
1602,Tailwind CSS,8,None,False,Tier 2,700
1603,Leadership,0,None,True,Tier 1,750
1603,CSS,0,Familiar,False,Tier 1,25
1604,SQL,1,Familiar,False,Tier 2,150
1604,Leadership,1,Familiar,False,Tier 2,750
1604,PyTorch,0,Familiar,False,Tier 2,0
1604,Scikit-learn,2,Junior,False,Tier 2,300
1604,NumPy,2,Junior,True,Tier 2,350
1604,Mentoring,1,Familiar,False,Tier 2,750
1605,Mentoring,1,Junior,True,Tier 2,750
1605,Leadership,3,None,True,Tier 2,750
1605,Tableau,3,Familiar,False,Tier 2,350
1606,Communication,4,Senior,False,Tier 3,400
1606,Leadership,2,None,True,Tier 3,750
1606,FastAPI,4,Familiar,False,Tier 3,325
1606,Kubernetes,4,Familiar,False,Tier 3,325
1606,Flask,5,Senior,True,Tier 3,825
1606,OOP,2,None,True,Tier 3,325
1607,Communication,0,Junior,True,Tier 2,400
1607,Tableau,1,Familiar,False,Tier 2,150
1607,SQL,2,Familiar,False,Tier 2,150
1607,Leadership,0,Familiar,False,Tier 2,750
1608,Communication,2,None,True,Tier 3,400
1608,Tailwind CSS,0,None,True,Tier 3,175
1608,Mentoring,1,Familiar,False,Tier 3,750
1608,Vue.js,1,Junior,True,Tier 3,325
1609,Scikit-learn,0,None,True,Tier 3,175
1609,SQL,1,Familiar,False,Tier 3,125
1609,Python,1,Junior,True,Tier 3,325
1609,Leadership,2,Junior,True,Tier 3,750
1609,Teamwork,2,Familiar,False,Tier 3,400
1610,CSS,2,Familiar,False,Tier 1,175
1610,Communication,0,Junior,True,Tier 1,400
1610,TypeScript,1,Familiar,False,Tier 1,175
1611,JavaScript,1,Familiar,False,Tier 3,125
1611,Tailwind CSS,0,Familiar,False,Tier 3,0
1611,Problem-solving,0,Junior,True,Tier 3,600
1611,Leadership,2,Junior,True,Tier 3,750
1612,Azure,7,Expert,False,Tier 1,825
1612,Algorithms,9,Senior,True,Tier 1,1000
1612,Communication,9,Senior,True,Tier 1,400
1612,Problem-solving,7,None,False,Tier 1,600
1612,Java,11,None,True,Tier 1,875
1613,Tableau,2,Familiar,False,Tier 3,125
1613,NumPy,0,Familiar,False,Tier 3,0
1613,Problem-solving,0,Familiar,False,Tier 3,600
1613,Scikit-learn,1,Junior,True,Tier 3,325
1613,SQL,1,Familiar,False,Tier 3,125
1613,PyTorch,1,Junior,True,Tier 3,325
1614,Java,9,None,True,Tier 2,850
1614,Docker,8,None,False,Tier 2,700
1614,Data Structures,11,Expert,False,Tier 2,950
1614,Algorithms,10,Senior,True,Tier 2,1000
1614,Terraform,6,Expert,True,Tier 2,850
1614,AWS,11,Senior,True,Tier 2,1000
1614,Accountability,12,Expert,False,Tier 2,750
1614,Communication,7,Senior,True,Tier 2,400
1615,Communication,8,Expert,True,Tier 2,400
1615,Django,13,Architect,False,Tier 2,950
1615,MongoDB,13,Lead,True,Tier 2,1000
1615,Terraform,9,Expert,False,Tier 2,950
1615,GCP,11,Expert,False,Tier 2,950
1615,Azure,9,Architect,True,Tier 2,1000
1615,PostgreSQL,8,Lead,True,Tier 2,1000
1616,Accountability,5,Familiar,False,Tier 3,750
1616,Flask,5,None,True,Tier 3,675
1616,System Design,5,Senior,True,Tier 3,825
1616,Problem-solving,5,None,True,Tier 3,600
1617,Azure,2,None,True,Tier 1,375
1617,Data Structures,3,Senior,True,Tier 1,825
1617,Flask,3,Senior,True,Tier 1,825
1617,PostgreSQL,3,None,False,Tier 1,425
1617,AWS,4,None,True,Tier 1,575
1618,TensorFlow,1,None,True,Tier 2,350
1618,Teamwork,0,None,True,Tier 2,400
1618,Accountability,1,None,True,Tier 2,750
1618,Tableau,0,Junior,False,Tier 2,150
1618,Mentoring,1,Junior,False,Tier 2,750
1619,OOP,15,Architect,False,Tier 2,950
1619,Problem-solving,14,Architect,True,Tier 2,600
1619,Django,14,Expert,False,Tier 2,950
1619,MongoDB,15,Expert,True,Tier 2,1000
1619,PostgreSQL,14,Lead,True,Tier 2,1000
1619,Docker,13,Architect,True,Tier 2,1000
1619,Leadership,13,Expert,True,Tier 2,750
1620,TypeScript,2,None,True,Tier 2,350
1620,JavaScript,2,Familiar,False,Tier 2,150
1620,Teamwork,1,None,False,Tier 2,400
1620,React,0,None,True,Tier 2,200
1621,Leadership,8,Lead,True,Tier 1,750
1621,Communication,7,None,False,Tier 1,400
1621,Vue.js,9,None,True,Tier 1,875
1621,System Design,8,Senior,False,Tier 1,975
1621,TypeScript,5,Lead,True,Tier 1,875
1622,JavaScript,0,Familiar,False,Tier 1,25
1622,Teamwork,2,Junior,False,Tier 1,400
1622,Problem-solving,2,None,False,Tier 1,600
1622,CSS,0,Familiar,False,Tier 1,25
1622,Vue.js,1,Familiar,False,Tier 1,175
1623,MongoDB,10,Architect,True,Tier 1,1000
1623,Accountability,10,Architect,False,Tier 1,750
1623,Kubernetes,15,Lead,False,Tier 1,975
1623,Communication,15,Lead,True,Tier 1,400
1623,Django,14,Lead,True,Tier 1,1000
1623,Mentoring,11,Lead,False,Tier 1,750
1623,Data Structures,14,Architect,True,Tier 1,1000
1623,Leadership,15,Lead,True,Tier 1,750
1624,PostgreSQL,5,None,True,Tier 2,700
1624,GCP,4,None,True,Tier 2,550
1624,MongoDB,4,Familiar,False,Tier 2,350
1624,Kubernetes,5,Familiar,False,Tier 2,500
1624,CI/CD,4,Senior,True,Tier 2,800
1624,Django,5,Senior,True,Tier 2,850
1625,Tableau,3,None,True,Tier 2,550
1625,Accountability,0,Junior,False,Tier 2,750
1625,Mentoring,1,None,True,Tier 2,750
1625,NumPy,2,None,True,Tier 2,350
1626,GCP,6,Senior,True,Tier 3,825
1626,OOP,9,None,True,Tier 3,825
1626,Java,12,Expert,True,Tier 3,975
1626,Kotlin,7,Expert,False,Tier 3,775
1626,Azure,11,None,False,Tier 3,675
1626,Kubernetes,8,None,True,Tier 3,825
1626,Accountability,6,Senior,False,Tier 3,750
1627,Python,3,Familiar,False,Tier 3,325
1627,TensorFlow,0,None,False,Tier 3,25
1627,SQL,1,Junior,True,Tier 3,325
1627,Problem-solving,1,Familiar,False,Tier 3,600
1628,Accountability,8,Architect,True,Tier 1,750
1628,CI/CD,12,Architect,False,Tier 1,975
1628,PostgreSQL,14,Lead,False,Tier 1,975
1628,FastAPI,15,Expert,False,Tier 1,975
1628,Data Structures,15,Architect,True,Tier 1,1000
1628,Docker,12,Architect,False,Tier 1,975
1628,Django,13,Expert,True,Tier 1,1000
1628,Jenkins,11,Architect,True,Tier 1,1000
1628,Terraform,10,Expert,True,Tier 1,1000
1629,Accountability,8,Expert,False,Tier 1,750
1629,Jenkins,11,Expert,True,Tier 1,1000
1629,MongoDB,15,Architect,False,Tier 1,975
1629,Problem-solving,10,Architect,False,Tier 1,600
1629,GCP,8,Lead,True,Tier 1,1000
1629,Algorithms,12,Architect,True,Tier 1,1000
1629,Leadership,8,Expert,True,Tier 1,750
1629,Django,8,Lead,False,Tier 1,975
1630,Python,0,Junior,True,Tier 2,200
1630,Communication,2,Junior,True,Tier 2,400
1630,Accountability,3,None,True,Tier 2,750
1630,TensorFlow,0,Familiar,False,Tier 2,0
1630,PyTorch,1,None,True,Tier 2,350
1631,Communication,1,Familiar,False,Tier 3,400
1631,Mentoring,0,None,True,Tier 3,750
1631,Leadership,2,Familiar,False,Tier 3,750
1632,CSS,2,None,True,Tier 3,325
1632,Communication,0,Familiar,False,Tier 3,400
1633,Leadership,5,Familiar,False,Tier 3,750
1633,Azure,4,Senior,True,Tier 3,775
1633,Data Structures,4,None,True,Tier 3,525
1633,Teamwork,3,Senior,True,Tier 3,400
1633,Accountability,4,None,True,Tier 3,750
1633,FastAPI,5,Familiar,False,Tier 3,475
1634,Teamwork,3,Senior,True,Tier 2,400
1634,Flask,2,Familiar,False,Tier 2,150
1634,Leadership,4,Familiar,False,Tier 2,750
1634,System Design,4,None,False,Tier 2,400
1634,OOP,4,Senior,True,Tier 2,800
1634,PostgreSQL,5,Familiar,False,Tier 2,500
1635,SQL,13,Expert,True,Tier 2,1000
1635,OOP,15,Architect,True,Tier 2,1000
1635,PostgreSQL,11,Architect,True,Tier 2,1000
1635,Leadership,8,Expert,True,Tier 2,750
1635,Problem-solving,12,Expert,False,Tier 2,600
1635,Flask,12,Architect,True,Tier 2,1000
1635,FastAPI,10,Expert,True,Tier 2,1000
1635,CI/CD,13,Lead,True,Tier 2,1000
1636,Kubernetes,6,None,True,Tier 1,725
1636,Java,10,Senior,True,Tier 1,1000
1636,Docker,9,None,True,Tier 1,875
1636,Microservices,12,None,False,Tier 1,725
1636,Leadership,8,None,True,Tier 1,750
1637,Accountability,3,Familiar,False,Tier 2,750
1637,Problem-solving,5,Familiar,False,Tier 2,600
1637,Flask,4,Familiar,False,Tier 2,350
1637,CI/CD,4,Senior,True,Tier 2,800
1637,Azure,2,None,True,Tier 2,350
1638,Leadership,8,Senior,True,Tier 2,750
1638,Microservices,12,Expert,False,Tier 2,950
1638,Java,11,Expert,True,Tier 2,1000
1638,Problem-solving,10,Expert,False,Tier 2,600
1638,CI/CD,10,Senior,True,Tier 2,1000
1638,Communication,10,None,False,Tier 2,400
1639,Problem-solving,8,None,True,Tier 2,600
1639,Accountability,10,Expert,True,Tier 2,750
1639,Communication,9,Expert,True,Tier 2,400
1639,Teamwork,10,Lead,True,Tier 2,400
1639,Algorithms,8,Senior,True,Tier 2,1000
1639,Leadership,6,Expert,False,Tier 2,750
1640,AWS,12,Expert,True,Tier 2,1000
1640,Django,9,Expert,True,Tier 2,1000
1640,Jenkins,9,Architect,True,Tier 2,1000
1640,Flask,11,Architect,True,Tier 2,1000
1640,GCP,8,Expert,True,Tier 2,1000
1640,Docker,8,Lead,False,Tier 2,950
1640,FastAPI,13,Lead,False,Tier 2,950
1641,Mentoring,3,Senior,True,Tier 3,750
1641,Flask,4,Familiar,False,Tier 3,325
1641,Problem-solving,3,Familiar,False,Tier 3,600
1641,CI/CD,3,Senior,True,Tier 3,775
1641,Kubernetes,4,None,True,Tier 3,525
1641,Accountability,5,Senior,True,Tier 3,750
1642,Kubernetes,4,None,True,Tier 1,575
1642,Python,5,None,True,Tier 1,725
1642,Teamwork,3,Senior,False,Tier 1,400
1642,MongoDB,3,Senior,True,Tier 1,825
1642,Communication,4,None,True,Tier 1,400
1642,Problem-solving,5,Familiar,False,Tier 1,600
1643,PyTorch,1,Junior,False,Tier 2,300
1643,Accountability,2,None,True,Tier 2,750
1643,Leadership,2,Familiar,False,Tier 2,750
1643,Scikit-learn,1,Familiar,False,Tier 2,150
1644,Leadership,2,Junior,True,Tier 1,750
1644,Accountability,0,None,False,Tier 1,750
1644,Communication,2,Junior,True,Tier 1,400
1644,NumPy,3,None,True,Tier 1,575
1645,FastAPI,11,Architect,True,Tier 2,1000
1645,Leadership,15,Architect,True,Tier 2,750
1645,System Design,14,Architect,False,Tier 2,950
1645,CI/CD,11,Expert,False,Tier 2,950
1645,MongoDB,13,Expert,True,Tier 2,1000
1645,Teamwork,11,Lead,True,Tier 2,400
1646,SQL,3,Senior,False,Tier 2,750
1646,Kubernetes,4,Familiar,False,Tier 2,350
1646,Communication,5,None,False,Tier 2,400
1646,Terraform,5,Familiar,False,Tier 2,500
1646,Python,2,Familiar,False,Tier 2,150
1646,Algorithms,3,None,True,Tier 2,550
1647,Algorithms,8,None,True,Tier 2,850
1647,Leadership,10,Lead,True,Tier 2,750
1647,Tailwind CSS,5,Lead,True,Tier 2,850
1647,OOP,10,Expert,True,Tier 2,1000
1647,Problem-solving,7,Senior,True,Tier 2,600
1648,Tableau,1,Junior,True,Tier 3,325
1648,Python,0,Familiar,False,Tier 3,0
1648,NumPy,3,None,True,Tier 3,525
1648,Mentoring,3,Familiar,False,Tier 3,750
1649,Jenkins,4,Senior,True,Tier 1,825
1649,Leadership,3,None,True,Tier 1,750
1649,Terraform,4,Senior,True,Tier 1,825
1649,Flask,3,None,False,Tier 1,425
1649,Python,4,Familiar,False,Tier 1,375
1650,Vue.js,9,None,False,Tier 1,725
1650,React,7,None,False,Tier 1,575
1650,TypeScript,10,Senior,True,Tier 1,1000
1650,Problem-solving,10,Senior,True,Tier 1,600
1650,Communication,5,None,True,Tier 1,400
1650,Data Structures,6,None,False,Tier 1,575
1650,Teamwork,7,Expert,True,Tier 1,400
1651,Communication,1,None,False,Tier 2,400
1651,JavaScript,2,Familiar,False,Tier 2,150
1651,TypeScript,0,Familiar,False,Tier 2,0
1652,Communication,1,None,False,Tier 2,400
1652,Accountability,3,None,False,Tier 2,750
1652,PyTorch,1,Familiar,False,Tier 2,150
1653,Azure,11,Architect,False,Tier 2,950
1653,Leadership,11,Lead,True,Tier 2,750
1653,GCP,9,Architect,False,Tier 2,950
1653,Docker,11,Lead,False,Tier 2,950
1653,SQL,15,Expert,True,Tier 2,1000
1653,Communication,15,Lead,True,Tier 2,400
1653,AWS,11,Architect,True,Tier 2,1000
1653,Data Structures,13,Expert,True,Tier 2,1000
1653,Accountability,14,Lead,False,Tier 2,750
1654,CSS,0,Familiar,False,Tier 3,0
1654,Communication,0,Junior,True,Tier 3,400
1654,Accountability,0,Familiar,False,Tier 3,750
1654,Teamwork,0,Junior,True,Tier 3,400
1655,CI/CD,10,Lead,True,Tier 3,975
1655,Communication,10,Architect,True,Tier 3,400
1655,Django,14,Architect,True,Tier 3,975
1655,PostgreSQL,8,Lead,True,Tier 3,975
1655,Data Structures,15,Expert,True,Tier 3,975
1655,OOP,12,Lead,True,Tier 3,975
1656,CSS,1,Familiar,False,Tier 2,150
1656,Mentoring,1,Junior,True,Tier 2,750
1656,HTML,2,Junior,True,Tier 2,350
1656,Vue.js,2,None,False,Tier 2,200
1657,SQL,4,None,True,Tier 2,550
1657,AWS,4,Senior,False,Tier 2,750
1657,Flask,4,Senior,True,Tier 2,800
1657,Docker,3,None,True,Tier 2,550
1658,Scikit-learn,0,None,False,Tier 2,50
1658,SQL,0,Junior,False,Tier 2,150
1658,Leadership,0,Familiar,False,Tier 2,750
1658,Pandas,0,None,True,Tier 2,200
1658,Teamwork,3,None,True,Tier 2,400
1659,Mentoring,6,Expert,False,Tier 1,750
1659,Algorithms,9,None,False,Tier 1,725
1659,Kotlin,10,Senior,True,Tier 1,1000
1659,Accountability,12,Expert,False,Tier 1,750
1659,Problem-solving,10,None,False,Tier 1,600
1659,Terraform,10,Senior,True,Tier 1,1000
1660,Algorithms,14,Lead,True,Tier 1,1000
1660,Django,14,Lead,True,Tier 1,1000
1660,CI/CD,10,Expert,True,Tier 1,1000
1660,OOP,15,Expert,True,Tier 1,1000
1660,Problem-solving,10,Lead,True,Tier 1,600
1661,Terraform,7,Senior,True,Tier 2,850
1661,CI/CD,8,Expert,False,Tier 2,950
1661,Data Structures,8,None,False,Tier 2,700
1661,Communication,8,None,True,Tier 2,400
1661,Java,11,None,False,Tier 2,700
1661,Microservices,10,None,True,Tier 2,850
1661,OOP,10,None,True,Tier 2,850
1662,FastAPI,5,Familiar,False,Tier 2,500
1662,Communication,4,Familiar,False,Tier 2,400
1662,System Design,5,Senior,True,Tier 2,850
1662,Terraform,3,Senior,False,Tier 2,750
1663,Data Structures,5,Lead,True,Tier 3,825
1663,Vue.js,7,Expert,False,Tier 3,775
1663,React,8,None,False,Tier 3,675
1663,CSS,9,Expert,False,Tier 3,925
1664,Data Structures,12,Architect,False,Tier 2,950
1664,Teamwork,10,Lead,True,Tier 2,400
1664,Leadership,12,Lead,True,Tier 2,750
1664,Problem-solving,15,Expert,True,Tier 2,600
1664,Mentoring,9,Architect,False,Tier 2,750
1665,TypeScript,6,None,False,Tier 3,525
1665,System Design,9,Lead,False,Tier 3,925
1665,React,6,Expert,False,Tier 3,775
1665,Leadership,7,None,False,Tier 3,750
1665,Mentoring,5,Lead,True,Tier 3,750
1665,OOP,6,Expert,True,Tier 3,825
1666,Terraform,11,None,False,Tier 3,675
1666,Oracle,9,None,False,Tier 3,675
1666,Algorithms,6,Senior,True,Tier 3,825
1666,Problem-solving,9,None,True,Tier 3,600
1666,Communication,10,None,True,Tier 3,400
1666,Leadership,9,Senior,True,Tier 3,750
1667,Leadership,13,Architect,False,Tier 3,750
1667,System Design,11,Lead,True,Tier 3,975
1667,Docker,10,Architect,True,Tier 3,975
1667,Accountability,11,Expert,False,Tier 3,750
1667,Problem-solving,9,Lead,True,Tier 3,600
1667,GCP,15,Lead,True,Tier 3,975
1667,PostgreSQL,14,Architect,True,Tier 3,975
1667,FastAPI,10,Lead,False,Tier 3,925
1667,Jenkins,10,Expert,True,Tier 3,975
1668,Docker,2,Familiar,False,Tier 1,175
1668,Mentoring,3,Senior,False,Tier 1,750
1668,CI/CD,5,Senior,True,Tier 1,875
1668,Leadership,4,None,False,Tier 1,750
1668,Teamwork,3,Familiar,False,Tier 1,400
1669,OOP,12,Senior,True,Tier 3,975
1669,Docker,6,Expert,True,Tier 3,825
1669,Teamwork,7,None,True,Tier 3,400
1669,Mentoring,7,None,True,Tier 3,750
1669,Data Structures,12,Expert,True,Tier 3,975
1669,Spring Boot,9,None,True,Tier 3,825
1670,Communication,8,Senior,True,Tier 1,400
1670,React,9,Senior,True,Tier 1,1000
1670,CSS,8,Lead,True,Tier 1,1000
1670,HTML,5,Senior,False,Tier 1,825
1671,CI/CD,9,Architect,True,Tier 2,1000
1671,Data Structures,14,Architect,True,Tier 2,1000
1671,System Design,11,Lead,True,Tier 2,1000
1671,Accountability,13,Lead,True,Tier 2,750
1671,Jenkins,13,Architect,True,Tier 2,1000
1671,Communication,8,Lead,True,Tier 2,400
1671,Leadership,12,Lead,True,Tier 2,750
1671,Algorithms,14,Architect,True,Tier 2,1000
1672,Vue.js,8,Senior,True,Tier 3,975
1672,OOP,6,Senior,True,Tier 3,825
1672,React,6,Lead,True,Tier 3,825
1672,Mentoring,6,Senior,True,Tier 3,750
1672,Leadership,8,Senior,True,Tier 3,750
1672,Algorithms,10,Lead,True,Tier 3,975
1672,CSS,6,Senior,True,Tier 3,825
1673,SQL,11,None,True,Tier 2,850
1673,System Design,7,Expert,False,Tier 2,800
1673,Kubernetes,11,Expert,True,Tier 2,1000
1673,Kotlin,8,None,False,Tier 2,700
1673,Communication,9,Expert,False,Tier 2,400
1673,Accountability,7,None,True,Tier 2,750
1673,OOP,10,None,True,Tier 2,850
1674,Problem-solving,7,Lead,True,Tier 3,600
1674,Accountability,10,None,True,Tier 3,750
1674,CSS,10,Lead,False,Tier 3,925
1674,Mentoring,6,Expert,False,Tier 3,750
1674,Vue.js,6,Expert,True,Tier 3,825
1674,OOP,5,None,True,Tier 3,675
1675,Jenkins,4,Familiar,False,Tier 1,375
1675,MongoDB,5,Senior,False,Tier 1,825
1675,Communication,3,Familiar,False,Tier 1,400
1675,Accountability,3,Senior,True,Tier 1,750
1675,Problem-solving,2,None,True,Tier 1,600
1675,Teamwork,5,None,True,Tier 1,400
1675,GCP,2,None,True,Tier 1,375
1676,Leadership,5,Senior,True,Tier 2,750
1676,Django,5,Familiar,False,Tier 2,500
1676,SQL,3,Senior,False,Tier 2,750
1676,Flask,5,Senior,True,Tier 2,850
1676,Terraform,3,Senior,False,Tier 2,750
1677,JavaScript,6,Expert,True,Tier 2,850
1677,OOP,10,Expert,True,Tier 2,1000
1677,React,8,Expert,False,Tier 2,950
1677,Communication,10,Lead,True,Tier 2,400
1677,System Design,10,Expert,True,Tier 2,1000
1677,TypeScript,5,Lead,True,Tier 2,850
1678,Communication,9,Lead,True,Tier 2,400
1678,Leadership,9,Lead,True,Tier 2,750
1678,Mentoring,7,Expert,True,Tier 2,750
1678,Algorithms,9,Lead,True,Tier 2,1000
1678,HTML,9,Senior,False,Tier 2,950
1679,Mentoring,1,Familiar,False,Tier 1,750
1679,CSS,2,Junior,True,Tier 1,375
1679,Leadership,0,None,True,Tier 1,750
1679,Accountability,0,Junior,False,Tier 1,750
1680,Data Structures,9,Senior,False,Tier 1,975
1680,Kotlin,8,None,True,Tier 1,875
1680,Microservices,10,Expert,True,Tier 1,1000
1680,Mentoring,12,Senior,False,Tier 1,750
1680,AWS,7,None,True,Tier 1,725
1681,Problem-solving,5,Familiar,False,Tier 2,600
1681,SQL,3,Familiar,False,Tier 2,350
1681,Algorithms,5,None,True,Tier 2,700
1681,Python,3,Senior,True,Tier 2,800
1681,Django,2,Familiar,False,Tier 2,150
1681,System Design,3,Familiar,False,Tier 2,350
1682,Algorithms,5,Familiar,False,Tier 3,475
1682,Python,3,None,True,Tier 3,525
1682,System Design,5,None,True,Tier 3,675
1682,FastAPI,3,Senior,True,Tier 3,775
1683,Leadership,11,Senior,True,Tier 2,750
1683,AWS,9,Senior,True,Tier 2,1000
1683,Accountability,11,Senior,True,Tier 2,750
1683,Jenkins,10,Senior,False,Tier 2,950
1683,Docker,9,Expert,False,Tier 2,950
1683,CI/CD,11,Senior,True,Tier 2,1000
1684,Communication,0,Junior,False,Tier 1,400
1684,Tailwind CSS,0,Junior,False,Tier 1,175
1684,Mentoring,0,None,False,Tier 1,750
1685,HTML,7,Expert,True,Tier 1,875
1685,System Design,6,None,True,Tier 1,725
1685,Accountability,8,None,True,Tier 1,750
1685,CSS,7,Senior,True,Tier 1,875
1685,Vue.js,9,Lead,True,Tier 1,1000
1685,Mentoring,5,None,True,Tier 1,750
1686,Problem-solving,9,None,True,Tier 2,600
1686,OOP,8,Senior,True,Tier 2,1000
1686,Mentoring,6,Senior,False,Tier 2,750
1686,Leadership,12,Expert,True,Tier 2,750
1687,Java,6,Senior,True,Tier 2,850
1687,SQL,8,Senior,True,Tier 2,1000
1687,Kubernetes,10,Senior,True,Tier 2,1000
1687,Accountability,12,Senior,True,Tier 2,750
1687,System Design,10,None,True,Tier 2,850
1687,Mentoring,8,None,False,Tier 2,750
1688,Tailwind CSS,5,Senior,True,Tier 2,850
1688,React,10,Expert,True,Tier 2,1000
1688,Accountability,8,Expert,True,Tier 2,750
1688,Communication,10,Expert,True,Tier 2,400
1689,Accountability,13,Lead,False,Tier 1,750
1689,FastAPI,12,Lead,True,Tier 1,1000
1689,OOP,10,Expert,True,Tier 1,1000
1689,System Design,14,Lead,False,Tier 1,975
1689,Teamwork,15,Lead,True,Tier 1,400
